,user,location,text,time_creation,id
76,AngharadHafod,"Cymru, Crazy Island","@selkieO @preshitorian @DominicMoss13 Yesterday was my best day for 5 months, &amp; it's part of a trend. To the point… https://t.co/xA5FDZ4K3C",2020-08-30 11:05:57,1300026967497101312
77,Joshgalka89,,"You know what? FUCK THIS... SHUT THE GATEWAY PUNDIT DOWN, NOW:
SHOCK REPORT: This Week CDC Quietly Updated COVID-19… https://t.co/gk7aO3NMwJ",2020-08-30 11:05:56,1300026966729465856
78,MicheleScheffl1,,"@MichaelSpring17 Our economy was in the dodo  long before Covid.
Fraudenberg was scrounging money from NDIS, DV,AGE… https://t.co/IHEf71Qf6E",2020-08-30 11:05:56,1300026966330847232
79,N1info,"Belgrade, Republic of Serbia","#Bosnia reports 243 new #Covid19 patients, four deaths https://t.co/7WhBtiUm3M",2020-08-30 11:05:56,1300026963462103040
80,WorldEconomics,"London, UK",The impact of the Covid-19 crisis is now receding rapidly in China. #China #SMI https://t.co/p7AJiuKCRQ https://t.co/aE85yUKI2D,2020-08-30 11:05:55,1300026962191228928
81,HUMAS_PolresPyk,"Kota Payakumbuh, Sumatera Bara","#StopHoax
Sumber : 
https://t.co/eHGQPqEOxv https://t.co/PEX1wmLsBp",2020-08-30 11:05:55,1300026962048507904
82,eldeset7,"Bordeaux, France",@kikithoms @HamadiDKT Covid...,2020-08-30 11:05:54,1300026957976031234
83,HamsterMuffins,"Michigan, USA","The Earth is flat, COVID is fake, Vaccines will kill you. I know these things cause I invented them. 🙂",2020-08-30 11:05:54,1300026957485297667
84,dennisfienix,,When these REAL Covid death numbers come out we will see how we’ve been played. Government control to shut us down… https://t.co/Er1B3aspO9,2020-08-30 11:05:54,1300026955320963072
85,peledror,Holiday,Auricular vagus nerve stimulation is a safe clinical procedure and it could be either an effective treatment for AR… https://t.co/umRbKMChqq,2020-08-30 11:05:53,1300026954243018752
86,stompcure,"New York, NY",This is maddening! Recent studies support the effectiveness of hydroxychloroquine as a treatment for COVID-19 that… https://t.co/U64oN9Zz8y,2020-08-30 11:05:53,1300026952682700800
87,Yves08642006,"Montréal, Québec",Investigation: African migrants 'left to die' in Saudi Arabia’s hellish Covid detention centres  https://t.co/mnbPXymbsg,2020-08-30 11:05:52,1300026948886945792
88,EgosanCares,,Respecting Older Parents' Autonomy More Productive Better Than Demanding Change  https://t.co/UQub7asgnK… https://t.co/AqFjPJWKoq,2020-08-30 11:05:52,1300026948752756737
89,MissAntoinett12,Paradise,@seans2leftfeet @GaryCahill @daphneh236 @ade0 My friends don't believe in covid. I am not friends with bedwetters .,2020-08-30 11:05:52,1300026947704061952
90,DmadNYsportsfan,Jersey,"@CEO That is NOT what this says.. it says that 6% of the death are solely from Covid.. smh but hey, twist the narra… https://t.co/pmckTSkY5v",2020-08-30 11:05:52,1300026947150512131
91,ten_jed7789,"Columbus, OH","@realDonaldTrump This from the man who has yet to respond to COVID after over 175,000 Americans passed.",2020-08-30 11:05:51,1300026944726196226
92,ardleyunitedfc,"Ardley, Oxfordshire","@sgodfrey @leematt0082 Hi Simon, you wont need to no. We are allowed an attendance of 300 and have an average of un… https://t.co/Iviqv7XZoQ",2020-08-30 11:05:51,1300026943295967233
93,IAmMardikins,European Union 🇪🇺,"@SafariSara @Suewilson91 @MetroUK THIS YES THIS

I'm at my wits end. I seem to be the only one who wears a mask aro… https://t.co/eIKGxZQCGV",2020-08-30 11:05:51,1300026942259957760
94,FMLopez31,Breda (NL) Barcelona Brussels,"@viruswaarheid 
That very important 
https://t.co/zxRrUgLQIM",2020-08-30 11:05:50,1300026939206438912
95,dancingonapin,"California, USA",@SqPete @JennaEllisEsq It means most people who died from COVID-19 had other underlying conditions. We've always known that.,2020-08-30 11:05:50,1300026939034357762
96,fab_dec,België,"@realDonaldTrump 9,000,000 jobs created; 30,000000 jobs LOST
185,236 covid 19 deaths
No more climate agreement for… https://t.co/8zkTEsHqdv",2020-08-30 11:05:50,1300026938954862592
97,SBretell,,Heard on radio that Daily Mail was running an article saying that Victoria Beckham ate a pizza!!! Weird eh?  Pizza… https://t.co/CPLGf9N6rJ,2020-08-30 11:05:50,1300026938510188544
98,AnneJp1946,Las Vegas,Would not the “94%” still be alive if not for COVID? https://t.co/34KHeDfsuz,2020-08-30 11:05:49,1300026937557934080
99,aisankhe,,"@NICU_doc_salone @businessposthq Thanks for sharing! Covid-19 is wreaking havoc on businesses, especially small bus… https://t.co/Qx9ch8TmJE",2020-08-30 11:05:49,1300026936987582465
100,wright1000,"Toronto, Ontario, Canada",Parallel-Parallel is a platform celebrating graphic design work cancelled during Covid-19 https://t.co/1EPSmvyqaq,2020-08-30 11:05:48,1300026932998934528
101,zz7141,,Glaring Star World-South Korea: Plasma Donation by Shincheonji Church Facilitates Development of the Vaccine for CO… https://t.co/LdelKAJgEi,2020-08-30 11:05:48,1300026931136483329
102,ScottFishman,"North Carolina, USA",Hospitals have an incentive to record deaths as Covid related because they get $$$ from the feds!,2020-08-30 11:05:47,1300026927898677253
103,jolivsey,,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/2sXMwhxzka",2020-08-30 11:05:47,1300026927533748225
104,crysnelson,NJ,I agree. There are still kids in cages at our southern border. Add to that Trump’s deadly disinformation campaign r… https://t.co/I8GWJrIzoK,2020-08-30 11:05:47,1300026925910458368
105,AbedKilemi,"Nairobi, Kenya",@OdhiamboJalango How can he be jobless and receiving his salary monthly ??? If he feels he is doing nothing let him… https://t.co/v6QE91dmIS,2020-08-30 11:05:46,1300026923960209409
106,Sai57319465,,Then DJM ask why should you continue being PM of the country and the man stilll a give introduction and a talk abou… https://t.co/lBdOHrxxin,2020-08-30 11:05:46,1300026923951718402
107,TerriResists,9 Miles to DC,@HowieCarrShow @CappyAnderson @gatewaypundit Misinformation. And intentionally done so to avoid classifying deaths… https://t.co/u5zI67UfbI,2020-08-30 11:05:45,1300026919463854080
108,bainespne,"Preston, England",@prestoncouncil with their great ideas (via gov) to create congestion with a daft covid cycle lane that nobody uses… https://t.co/sTsdE1Yjta,2020-08-30 11:05:45,1300026919304540160
109,McleanDionne,,@PeterBuntingMP @AndrewHolnessJM @JamaicaPNP Seriously u delusional 😒 and power hungry bad. Pm didn't create covid,2020-08-30 11:05:45,1300026917932933121
110,ItsMssS,Out there,Covid is a socialistic power grab. “Furious business chiefs and MPs slam Rishi Sunak's £30billion tax raid”… https://t.co/AS8MZfAFyj,2020-08-30 11:05:45,1300026917819682816
111,SauravSerz,,"#Mann_Ki_Nahi_Student_Ki_Baat
if the exam is imposed on us, then we will appear with black band. let everyone know… https://t.co/l5hA9sf9up",2020-08-30 11:05:45,1300026917362397187
112,DonnaRCooper,"Philadelphia, Pa.",If we make Portland THE news it means we are not making his social security cut or 24 million Americans out of work… https://t.co/k9z7BtvHCA,2020-08-30 11:05:44,1300026913973559298
113,CarpeNoctem100,"Lol, behind enemy lines.",@daniellevitt22 Not surprising. The real goal is radical transformation of society. Easiest if you bankrupt the peo… https://t.co/GSK294G2LS,2020-08-30 11:05:42,1300026905735892997
114,Classy2008,"Liberty, NC",Coronavirus: Thousands protest against COVID-19 measures in Berlin https://t.co/gYuxLPGzna via @YouTube,2020-08-30 11:05:42,1300026905240973315
115,ire20201,,@gavreilly I hope he is asked what accountability is there for the Sinn Fein representatives who breached Covid gui… https://t.co/a7EJXDItWf,2020-08-30 11:05:41,1300026904393768963
116,shugoshin564,,"Sydney CBD cluster continues to grow, with 28 COVID-19 cases now linked to outbreak https://t.co/l8UcMOEhxE",2020-08-30 11:05:41,1300026902669737984
117,GuthrieDavis,Florida,Elizabeth Warren calls for investigation into Trump’s politicization of Covid-19 https://t.co/bo05upncWY via @voxdotcom,2020-08-30 11:05:41,1300026902367932416
118,Philasunnews,Philadelphia,"A Millennial Voice: Back to School with a twist of COVID 

https://t.co/GVp6FFvBGt",2020-08-30 11:05:41,1300026900841148416
119,itsJeffTiedrich,,@realDonaldTrump the laziest president in history is sure working hard to try to make us forget that his incompeten… https://t.co/TvnYx4FLhF,2020-08-30 11:05:41,1300026900765696001
120,Healthypauper,,"@ryethegirl @MarcLobliner However if say there was no covid and they got pneumonia, or the flu, they could have pas… https://t.co/ddzCxDTeKn",2020-08-30 11:05:40,1300026899515813889
121,Kitten_SSG,"Andorra la Vella, Andorra","@moustache_iron Ahhh Covid is real, serious and dangerous. -.- 
And what are their complaints, with the so-called '… https://t.co/txX68iOGWg",2020-08-30 11:05:39,1300026896017756160
122,bitcoinagile,Matter Doesn't Matter,Institutional crypto interest hasn’t been affected by COVID-19 https://t.co/rwiXS57TXP,2020-08-30 11:05:39,1300026895384350720
123,ProthomAlo,"Dhaka, Bangladesh","Among the total 16,980 coronavirus infected persons, 12,072 are the residents of the port city while... https://t.co/J04K6StmFw",2020-08-30 11:05:39,1300026894205751296
124,mkfahey4,"Virginia, USA",@Gregguar1 @littllemel Table 3 gives the # of deaths and read above where it says 6% were covid only. Take the tota… https://t.co/yfK0WYZDQR,2020-08-30 11:05:39,1300026894088392705
125,Money_Diplomats,Trinidad and Tobago,I be randomly smelling stuff just to see if I still got my sense of smell because I just feel like my turn go get covid is coming 😫,2020-08-30 11:05:39,1300026893236940803
126,fab_dec,België,"@realDonaldTrump 9,000,000 jobs created; 30,000000 jobs LOST
185,236 covid 19 deaths
No more climate agreement for… https://t.co/Ac2Cv9p94H",2020-08-30 11:05:38,1300026891739561986
127,415Lifer,,@CEO Only 6% of deaths are mutually exclusive to ONLY COVID. The other 94% died of COVID AND 1-2 other contributing… https://t.co/cDP6bliqRb,2020-08-30 11:05:38,1300026889860337664
128,Catholic_Briton,,@GuidoFawkes A man kills himself; he had a positive corona PCR in February; PHE records it as a covid death.,2020-08-30 11:05:38,1300026888052707328
129,JamesSeder7,"Florida, USA","@CEO Covid CAUSED the comorbidities to kill people. If you're shot with a gun, you blame bleeding out as the cause… https://t.co/PgCeLWzaRd",2020-08-30 11:05:37,1300026887281037313
130,damnmanthan18,"Powai, Mumbai",Covid-19:- the pandemic that causes crematorium and cemetery to have monsoon sale.,2020-08-30 11:05:37,1300026886811037707
131,PrimeTVGoa,"Panaji, India",Health Min @visrane should come out with white paper on Govt’s plans for South Goa District Hospital within 24 hour… https://t.co/UuxCeVp2Zo,2020-08-30 11:05:37,1300026885381009410
132,directcoops,Global,"[DLBN] SINCE COVID BEGAN,”6.2 M workers have lost access to health insurance...through their employer... Medicaid i… https://t.co/V1Lfn5hi8r",2020-08-30 11:05:37,1300026884076507136
133,LlFESUPP0RT,she/her,covid-19 say hi🤙🏼 https://t.co/IboZIJ4Las,2020-08-30 11:05:37,1300026884042838017
134,monicadchurch,Hudson Valley NY,"Gerri Schappals survived covid, the 1918 flu and cancer - The Washington Post ⁦@DavidAWelch⁩  https://t.co/oBnJtBfHN5",2020-08-30 11:05:36,1300026882721820672
135,chickenruby,From UK to Pretoria to Dubai,"@chickenprincess @mustntgrumble Am struggling to get dog sitter, he moved over a month before covid",2020-08-30 11:05:36,1300026882319151104
136,Happymanicdepre,Haswell Plough United Kingdom,"#SundayThoughts #SundayMorning #SundayFeelings #Covid_19

BBC News - Coronavirus: Is it time to move on and get bac… https://t.co/kPlES98yLu",2020-08-30 11:05:36,1300026881799008256
137,KateMur85219817,,@CNN She’d be even more upset if her child was sick with Covid.,2020-08-30 11:05:36,1300026881102749696
138,Evangelical17,U.K. ,@nytimes We know Covid-19 originated from US influenza last year. That’s why Donald Trump existed WHO to avoid inte… https://t.co/7wfEe1wPMW,2020-08-30 11:05:35,1300026877948563458
139,Cocofritz,,"💥BOOM💥Evidence that @WHO, Fauci &amp; Dr. Birx were WRONG. They were charlatans. They LIED. The CDC silently updated th… https://t.co/EiDP33w9E8",2020-08-30 11:05:35,1300026875176157184
140,Thokoza35897297,"Cape Town, South Africa",@N2bko My friend in New York told me covid-19 wave is attacking strong now.,2020-08-30 11:05:34,1300026874555494400
141,Eamonnmoran,Ireland,@OwenCallan @higginsdavidw @pdosullivan Back here in reality Philips hypothetical doesn't matter because anything t… https://t.co/tID5qzmRA6,2020-08-30 11:05:33,1300026870273126403
142,robdn,"London, England","If a vaccine is shown to be safe and effective, through rigorous application of the scientific method, most people… https://t.co/OBqm0xCv4R",2020-08-30 11:05:33,1300026869849481216
143,1tiny39,,Since the cdc has admitted to the covid fraud why dont the union stand up for its people and stop this mask garbage… https://t.co/BMk2t79Dfi,2020-08-30 11:05:33,1300026867571884034
144,stephen92930064,Australia,Institutional crypto interest hasn’t been affected by COVID-19 - Cointelegraph https://t.co/pZPpy4za5I https://t.co/SywUHhFS3s,2020-08-30 11:05:33,1300026867496353798
145,MariaDu88427691,,"Thank you for speaking up we knew this  and I didnt clap after 1st time , many should be ashamed NHS worker who sai… https://t.co/keqRLn9FUY",2020-08-30 11:05:32,1300026866582126604
146,dicerod,"Miami, FL",How COVID Has Changed the Data Center Industry - Data Center Frontier https://t.co/qNxDe6chNl… https://t.co/F05Xr1VJan,2020-08-30 11:05:32,1300026865919303681
147,DavidRaison80,"Western Australia, Australia",@ALBAcapmgmt Can already test waste water for COVID-19,2020-08-30 11:05:31,1300026861095772160
148,hotrodyy,Ilaahay baa og,So people just said fuck covid and hit the clubs huh,2020-08-30 11:05:30,1300026857035882496
149,SeymourRoots,,Coronavirus: University return 'could spark Covid avalanche' https://t.co/qFyr6xZR1k,2020-08-30 11:05:30,1300026855391625216
0,nea_storm,,"organization whom has received funding is to have a complete RICO Tax Audit, including all investors &amp; associated h… https://t.co/c3tXqjPIqk",2020-08-30 11:05:29,1300026851570536449
1,dating_divorcee,United Kingdom,"When your fave jeans fit after 5 million years of COVID and not needing to wear anything but leisure wear, summer a… https://t.co/Vd2y8rka6D",2020-08-30 11:05:28,1300026849075040262
2,gkalinkat,"Berlin, Deutschland",@Swen_2017 @tom_nuttall actually we still have a good handle on Covid-19 because the large majority is actually fol… https://t.co/hqVNjFMHTe,2020-08-30 11:05:28,1300026849024716800
3,sjhammerschmidt,UK,"3/ I’m really not sure what aspects of COVID-19 they’re struggling to accept / comprehend. 850,000 deaths is hardly… https://t.co/BykOptuhFL",2020-08-30 11:05:28,1300026848781500417
4,Gungadin1875,Edinbrah,@Harry_McArthur Is it positive vibes because we have positive Covid tests?,2020-08-30 11:05:27,1300026843270123522
5,deburcabutler,Republic of Ireland,"Not great...
https://t.co/IpIZ8MwfGt",2020-08-30 11:05:27,1300026841630208001
6,Nic46412431,,"@Politicasms @ejkjr @CharlieInUtah @Jailbird_Jack @EricTrump @TrumpStudents Only 9,000 confirmed Flu deaths in 2018… https://t.co/6TiANgLRj7",2020-08-30 11:05:26,1300026839822471169
7,sakuratree7772,Japan ,@parfaitou Because of covid... it was a miracle to secure 11 eps but still😭😭😭,2020-08-30 11:05:25,1300026836911452165
8,MMinevich,New York  United  States,United States could prevent https://t.co/nz0YcuKQj2 by adopting https://t.co/EJ8BE2cxsw,2020-08-30 11:05:25,1300026836257210368
9,DerenNey,California ,"Trump just tweeted that there have only been 9,000 Covid deaths https://t.co/sM7QynPHqX",2020-08-30 11:05:25,1300026835669905408
10,namhhr,,@SonaliVaid @PTI_News @devanikindia @_kanikas_ @roadscholarz @malini_aisola @inayat_s_kakar Serious action must be… https://t.co/AlL0rRDT8b,2020-08-30 11:05:25,1300026834038390784
11,DefendWindrush,United Kingdom,Teaching unions have expressed their frustration at the introduction of last-minute guidance on the reopening of se… https://t.co/GSot87gN7E,2020-08-30 11:05:25,1300026833656860672
12,Grinkles7,"Minnesota and Florida, USA",This seems like a very likely “best case” scenario: I'm an Infectious Disease Doctor and Here's When COVID Will 'En… https://t.co/E2IEVTWD0v,2020-08-30 11:05:24,1300026832247455744
13,SaveDemocracyU1,,"You see, the strategy of getting the Tories worried about their leaders is working.
     It’s the only quick way to… https://t.co/lfjN3bcNor",2020-08-30 11:05:24,1300026829261152259
14,suedwoody7,Ireland,@TomDebenham @readthinkwalk @trishgreenhalgh I thought Indie sage set themselves up to counter the UK Gov’s handlin… https://t.co/iQQ4EmFjPH,2020-08-30 11:05:23,1300026826736185344
15,TyburnMartyrs,,"""Management of post-acute covid-19 in primary care"" - The BMJ https://t.co/EOQspSxVtf",2020-08-30 11:05:22,1300026824110546946
16,grauniad_news,,"Glastonbury fvstieal aiming to return in June, says Emily Eivas https://t.co/eJ19uINWLQ",2020-08-30 11:05:22,1300026823192047616
17,timnlouise,windsor,"@qprgareth @qprnet Hmm past mistakes, past mistakes of the board so the supporters who had absolutely no say when w… https://t.co/N3rh6372GW",2020-08-30 11:05:22,1300026823099715585
18,swizzyeb812,,"Revellers ignore Covid guidelines to hit pubs and bars https://t.co/RfFXyMc4Xy 

#COVIDIOTS #COVIDIOT #COVIDIDIOTS… https://t.co/oH4uuBpAwH",2020-08-30 11:05:22,1300026821904404482
19,bertveeningen,Putten,@realDonaldTrump Dont blame just act. The only thing you do is blaming others for things you could have prevented.… https://t.co/hzm2160C3R,2020-08-30 11:05:21,1300026819912101888
20,HiFranc,"Newcastle upon Tyne, UK","@DPJHodges Can you not grasp that people catching a disease that kills and, for too many survivors, leaves them wit… https://t.co/DgP3YeKW7W",2020-08-30 11:05:20,1300026815801589761
21,broaderstory,,@wendy_harmer I nearly fell over when I saw my gas and electricity bills. Bill shock is as real as Covid!  I’m behi… https://t.co/h7a5QLAIKe,2020-08-30 11:05:20,1300026814962655234
22,vikramraj16,india,@narendramodi What about growing cases of covid in Andhra pradesh,2020-08-30 11:05:20,1300026812815138816
23,theNepalSahadev,  Sindhupalchok,"Nepal Covid-19 tally: 
-  1,221 new cases, 267 people have been       discharged whereas 14 deaths have been    rep… https://t.co/hUOdiMjftM",2020-08-30 11:05:19,1300026809975623683
24,chaimsimcha2,,@maladamus @LisaMarieBoothe A little over 9k covid deaths are from covid alone. All others had an average of 2.6 co… https://t.co/7vVMAPAilO,2020-08-30 11:05:18,1300026805861126144
25,NdunguWainaina,NAIROBI,South African Council of Churches (SACC) is officially launching its massive anti-corruption campaign against the l… https://t.co/MgEvWmJlUQ,2020-08-30 11:05:18,1300026803818500096
26,guardian,London,"Glastonbury festival aiming to return in June, says Emily Eavis https://t.co/ra0Hipbg48",2020-08-30 11:05:17,1300026801129955329
27,michaelstaine16,"Sheffield, England",@TheSun Even now if you call nhs 111 or 119 or simply visit the covid website you are counted as a triage.. positiv… https://t.co/P9rqQ2WweB,2020-08-30 11:05:17,1300026800148484096
28,vin3y,,"NHS worker who said covid is 'load of b*****ks' is under investigation
Some people don’t like the truth, if you wer… https://t.co/4iFc7G5HHS",2020-08-30 11:05:16,1300026795723456512
29,Harley22045898,,"@felicityfarqhar @Iesu_Mawr @lousbeachut @theAliceRoberts But this is the point, right? The government hasn’t consi… https://t.co/CThf3TftDO",2020-08-30 11:05:16,1300026795626987522
30,NCSH82,"Indore, India",@AyeshaS73691378 @narendramodi What effect if exam were postpone ?? nothing already sufficient time has given to students due to covid-19,2020-08-30 11:05:16,1300026795530493953
31,haziqashrofie,192.168.0.1,"@izuzuma @amin_naiim fuck covid, its christopher nolan kot amin. its worth the 2 weeks in hospital quarantine😌",2020-08-30 11:05:15,1300026792699260929
32,piyushpastor,आर्यावर्त ,"@zoo_bear Abe Love Day ke fact checker..
Lockdown kis liye karte hai wo pata bhi hai ??

Tab the covid hospitals? T… https://t.co/WVHIbeBqKr",2020-08-30 11:05:14,1300026790505852929
33,AS17634623,,"@Eklavya77324228 @RenukaS20694393 @Swamy39 And wht abt us in flood affected areas
Hmare liye boat lkr ayenge kya
An… https://t.co/6lbPSg5pyw",2020-08-30 11:05:13,1300026786609127426
34,shamrahahahaa,"Dubai, United Arab Emirates",Just found out that Vasanth &amp; Co. owner died of COVID-19 last Friday. 😓 tamil-speaking 90s kids will understand the… https://t.co/e8JpyAKe1G,2020-08-30 11:05:13,1300026784331845632
35,StripedUnicorns,,"@washingtonpost What policies? People dropping like flies from #COVID, babies in cages, or banning legal immigrants… https://t.co/v3JcN3aVtE",2020-08-30 11:05:13,1300026784147267584
36,richgmccarthy1,"Alsager, England",Can’t believe this - isn’t the whole point of a privatised ‘market’ supposed to be the ability to compare things? A… https://t.co/2VFGsV2kyI,2020-08-30 11:05:13,1300026784096964614
37,OliviaBaboon,"Perthshire, Scotland","@BrettEverest @NeilByr18742476 @COLLO_8 An insult to the nursing profession.

I was in @NHSForthValley hospital in… https://t.co/CTCnvdumgv",2020-08-30 11:05:13,1300026783723552768
38,TheClarionIndia,India,New post: Mumbai’s Red-light Areas See Surge Of Visitors Amid Covid-19 https://t.co/S3NFri8e2R,2020-08-30 11:05:13,1300026783455162368
39,ballinacup69,,@TenMenWonTheLea How has he survived two year trophy less covid kept someone in a job,2020-08-30 11:05:12,1300026781446090755
40,fab_dec,België,"@realDonaldTrump 9,000,000 jobs created; 30,000000 jobs LOST
185,236 covid 19 deaths
No more climate agreement for… https://t.co/P6YoDGdoYM",2020-08-30 11:05:12,1300026781135757312
41,Optionsavvy,Windermere Florida,@pharris667 Interesting idea.  $GDDY  offers office 365 and other cloud services which could push them beyond ATHs… https://t.co/OxcPpy788L,2020-08-30 11:05:12,1300026780909264896
42,General33626833,,The COVID-19 R350 Social Relief Grant application still farward till the month of October 2020. This also means tha… https://t.co/NZW67emXN6,2020-08-30 11:05:12,1300026779944583175
43,PeterChang0414,,"@iiNerdCereal @MichaelJahrling Nope. ""For 6% of the deaths, COVID-19 was the only cause mentioned.""",2020-08-30 11:05:11,1300026778233245696
44,RochdaleCouncil,"Greater Manchester, UK","⚠️Testing is open all weekend including bank holiday - Heywood Civic Centre, Rochdale town hall, Market Street car… https://t.co/9McdzqiGgp",2020-08-30 11:05:11,1300026777969057793
45,Aqua_Aer,,"Jane Halton
Australia's Enemy of the People
Deeply involved in the Vic Hotel Quarantine debacle..
Owns the Hotel ch… https://t.co/eoICdjQDQ3",2020-08-30 11:05:11,1300026777570390016
46,Tidos6,Liverpool,"Outrage over ""unacceptable"" storming of German parliament https://t.co/bYR6Aax2s1 via @BBCNews
So called Covid prot… https://t.co/Q4mhFLV2Cm",2020-08-30 11:05:11,1300026777457303552
47,Joe_Fischetti5,Toronto,"It’s matchday for our @NapoliLadies!

Fiorentina finished 2nd in 2019/20 after the season was ended due to COVID-19 https://t.co/le3mQTEVG7",2020-08-30 11:05:11,1300026774630391811
48,SecretHealthan1,Definitely not Westminster.  ,"Dear parents,
Send yer kids back to school or we'll take em away. Kids and teachers can't catch covid (probs) so th… https://t.co/7OIshbV7m5",2020-08-30 11:05:10,1300026772868694016
49,TecReview,"Distrito Federal, México",We give you the information there is on Mexican vaccine projects and the clinical trial that Sanofi will carry out… https://t.co/Kg7jfpYzxN,2020-08-30 11:05:10,1300026772319211524
50,TrenythonCLC,"Fowey, England",#newbar&amp;terracemenu#FridaytoTuesdayuntil6thSeptember#WednesdaytoSundayfrom7thSeptember#12noon-8pm#bookingadvisable#… https://t.co/NazDZx6R7u,2020-08-30 11:05:10,1300026771061067778
51,DoorUnified,"Pennsauken, NJ",Let #Unified help you get your commercial building COVID-ready. We can help you transition to touchless door hardwa… https://t.co/UXxe05SGBV,2020-08-30 11:05:10,1300026770486370311
52,Chris_Chapman61,"England, United Kingdom",@Richard00655575 @RaffertyKanger5 @piersmorgan @Telegraph I agree that bit was wrong. We know that doctors can reco… https://t.co/LjQtlfEmmA,2020-08-30 11:05:09,1300026767302770689
53,w2jmf,"Glasgow, Scotland",@drbexl @rpvega Oh it’s gone. It was about the risk of student mobility and Covid second wave...,2020-08-30 11:05:09,1300026767051296769
54,weblure,,"@LiberOpresso @littllemel Sorry, I was mistaken on what pneumonia is. Pneumonia is not a disease, but rather an eff… https://t.co/OJUxIaGgNf",2020-08-30 11:05:09,1300026766203826178
55,Brian_Chinnici,nyc,"@cnnbrk “This week the CDC quietly updated the Covid number to admit that only 6% of all the  161,392 deaths record… https://t.co/S0mrcPD1M9",2020-08-30 11:05:08,1300026762584301568
56,Q13FOX,Seattle,French authorities harden COVID-19 rules at Tour de France https://t.co/ITrpE7lN9n https://t.co/SAcSMYFmxH,2020-08-30 11:05:07,1300026761632079873
57,Kenosha_News,"42.582970,-87.819992","In response to numerous inquiries from community members on how they can help during the COVID-19 emergency, the Ke… https://t.co/669iMBfYR2",2020-08-30 11:05:07,1300026760709525504
58,tracklesss,Ramgram parasi from Devdaha ,"Omg !
 1221 Tested covid positive - 2077-05-14",2020-08-30 11:05:07,1300026759916605440
59,VenomI17,,Remember the CDC said only 6% of the people who died by covid ACTUALLY died by it. The rest died from other things… https://t.co/2QLSRqrwwd,2020-08-30 11:05:07,1300026758285135873
60,IndiaOrBharat,"Chandigarh, India","Indian Government has officially taken the stand NOT to stop the spread of Covid-19, but rather to ""attempt"" to kee… https://t.co/BECs1r5bSa",2020-08-30 11:05:06,1300026757219676161
61,PositivelyJoan,,VIDEO: Spanish Doctor Destroys Government-Media COVID ‘Crisis’ Narrative https://t.co/J62hyNByQo via @21WIRE,2020-08-30 11:05:06,1300026756318089216
62,vanguardngrnews,Nigeria,Britain’s Johnson faces pressure after COVID-19 policy reversals https://t.co/3OaOtnAe1N #vanguardnews https://t.co/Bv7vO3KHFq,2020-08-30 11:05:05,1300026751985147904
63,chambienergy,anya. she/her.,@DlSCORDBABE flirting with covid,2020-08-30 11:05:04,1300026746390097921
64,_JackH2,,@djnikc @Millsmumm @NHSMillion @Queenzooch @simondolan Not comparing it is what is skewing peoples perspectives. Fo… https://t.co/j4sgR5WQbv,2020-08-30 11:05:04,1300026746214010882
65,justin194789,,@ACCFootball @CanesFootball @DeriqKing_ Martell best QB at Miami Tate and  Tyler won’t play because white. Manny fi… https://t.co/Uxg2HTnFFS,2020-08-30 11:05:03,1300026744133484546
66,SayedAshiqueAl2,,@LicypriyaK #Mann_Ki_Nahi_Students_Ki_Baat #PostponeJEE_NEETinCOVID #PostponeNEET_JEE  @MamataOfficial… https://t.co/i9by98inTq,2020-08-30 11:05:03,1300026743781285889
67,antibody_worlds,,Neutralizing antibody responses to SARS-CoV-2 in COVID-19 patients. https://t.co/a0TyT00ZuD,2020-08-30 11:05:03,1300026743349157888
68,swissbusiness,Zurich,Swiss economist says Covid-19 'winners' should pay more tax - https://t.co/sZBWeHyMP4 https://t.co/Wa5OE9QHRm,2020-08-30 11:05:03,1300026742636118016
69,sml_fyz,Venice bitch,"""Touch""
This work explores the idea of touch- human touch, physical connection, feeling warm and saved in a loved o… https://t.co/6sCbPhBL3c",2020-08-30 11:05:03,1300026742401363970
70,Theatremusing,"London, England","Royal Shakespeare Company Updated Response to impact of Covid-19 – Thursday 27 Aug
https://t.co/q0fhlyAdGp",2020-08-30 11:05:03,1300026741969256449
71,GlobalNational,Watch online,"Hit hard by COVID-19, Filipino Canadians grapple with added pressure to send money abroad https://t.co/ol2KZURLjg https://t.co/wyCOa7YEMo",2020-08-30 11:05:03,1300026741776248837
72,globalnews,,"Hit hard by COVID-19, Filipino Canadians grapple with added pressure to send money abroad https://t.co/hRtsZaREmc https://t.co/OdKvhWT5Hm",2020-08-30 11:05:02,1300026740643786752
73,jmerlino4,"New York, USA",COVID-19 Fatality Rate “Worst Miscalculation” in Human History – PhD Student in Epidemiology - https://t.co/AQnTSoX9zk,2020-08-30 11:05:02,1300026739847049216
74,theRealRealThor,"Houston, TX",Are #mining &amp; #metals companies ready for a new paradigm of work? Accenture's  Amy Callahan and the World Economic… https://t.co/IW8EDwrL7t,2020-08-30 11:05:02,1300026738420994048
75,bradogonya,,@surambaya @shadipaul @lucilleonyango I relate it with a discussion I was having recently with a university student… https://t.co/IUw6Dyv2H1,2020-08-30 11:05:02,1300026737053532161
